Date,Monthly_Income,Monthly_Expenditure,Savings_Ratio,Debt_to_Income_Ratio,Financial_Stability_Index,Investment_Amount,Credit_Score,Risk_Tolerance_Level,Expense_Category,Purchase_Amount,Purchase_Priority,Urgency_Score,Is_Feasible,Remaining_Budget,Budget_Utilization_Percentage
2023-08-07,125413.86,85596.34,0.318,0.522,0.534,166559.55,723,0.198,Rent/Bills,1451.48,3,4,1,39817.52,68.25110079539853
2023-08-08,83637.33,62263.19,0.162,0.487,0.555,48776.66,675,0.962,Healthcare,146.22,3,4,1,21374.14,74.44425832340654
2023-08-09,84964.41,71086.45,0.395,0.324,0.621,99117.74,766,0.511,Groceries,793.08,3,3,1,13877.960000000006,83.6661491558642
2023-08-10,70812.78,50853.89,0.247,0.671,0.521,162178.36,651,0.734,Entertainment,1680.86,1,1,1,19958.89,71.81456511098703
2023-08-11,63003.11,49177.76,0.598,0.113,0.75,44230.14,720,0.411,Groceries,691.79,3,1,1,13825.35,78.0560832631913
2023-08-12,96606.72,46374.68,0.314,0.282,0.602,30873.99,691,0.355,Healthcare,469.76,2,3,1,50232.04,48.00357573469009
2023-08-13,62878.32,39662.31,0.317,0.653,0.526,177899.95,732,0.407,Healthcare,950.81,3,4,1,23216.01,63.07787803490933
2023-08-14,81431.32,32952.47,0.361,0.293,0.626,75156.64,697,0.409,Rent/Bills,1813.71,2,2,1,48478.850000000006,40.46657968948556
2023-08-15,70446.85,36867.62,0.554,0.251,0.7,139935.32,627,0.544,Travel,753.67,2,3,1,33579.23,52.33395105671864
2023-08-16,89579.6,68369.91,0.49,0.421,0.665,14816.23,704,0.543,Entertainment,1769.79,1,2,0,21209.69,76.32308025487946
2023-08-17,86673.24,77650.99,0.298,0.594,0.532,141108.91,752,0.497,Entertainment,838.3,2,3,1,9022.25,89.59050105891968
2023-08-18,100750.8,45296.46,0.445,0.162,0.659,70059.25,699,0.135,Travel,664.42,2,4,1,55454.34,44.95890851487035
2023-08-19,69799.67,41931.95,0.372,0.666,0.552,20590.76,739,0.496,Groceries,848.97,2,2,1,27867.72,60.07471095493717
2023-08-20,74602.5,59684.65,0.321,0.577,0.511,125864.42,648,0.169,Healthcare,265.59,2,5,1,14917.85,80.00355215978017
2023-08-21,60424.73,30334.29,0.156,0.209,0.533,55752.73,699,0.126,Healthcare,456.84,2,2,1,30090.44,50.20177996657991
2023-08-22,71114.13,48182.85,0.305,0.527,0.599,83493.38,669,0.933,Travel,471.24,2,1,1,22931.28000000001,67.75425643258238
2023-08-23,87546.01,67107.14,0.185,0.331,0.555,25310.35,737,0.605,Rent/Bills,1601.76,3,1,1,20438.869999999995,76.65356764974213
2023-08-24,95139.77,67358.27,0.553,0.341,0.718,37961.02,702,0.659,Healthcare,1575.3,2,2,1,27781.5,70.79927773632416
2023-08-25,61556.69,30409.77,0.234,0.57,0.508,66615.67,735,0.402,Rent/Bills,846.47,3,1,1,31146.92,49.40124298431251
2023-08-26,97392.12,56262.68,0.574,0.678,0.666,27054.31,754,0.909,Rent/Bills,1397.44,3,5,1,41129.44,57.76923225410845
2023-08-27,107112.76,84822.15,0.343,0.176,0.654,183056.99,735,0.638,Healthcare,1025.81,3,5,1,22290.61,79.189584882324
2023-08-28,88268.7,59767.91,0.397,0.352,0.661,11148.94,714,0.769,Travel,1134.92,2,3,1,28500.789999999997,67.71132915744766
2023-08-29,117535.92,47321.7,0.349,0.389,0.581,101933.44,650,0.369,Entertainment,1981.77,2,5,1,70214.22,40.26147921418406
2023-08-30,64524.22,50360.85,0.121,0.326,0.579,33417.02,700,0.96,Groceries,654.08,3,4,1,14163.370000000004,78.04952930852942
2023-08-31,55106.91,23015.71,0.257,0.318,0.612,68459.03,673,0.82,Groceries,1663.82,3,2,1,32091.200000000004,41.76556079809229
2023-09-01,44425.6,34335.07,0.105,0.131,0.595,185951.32,683,0.854,Healthcare,57.57,3,4,1,10090.53,77.28667705106965
2023-09-02,109920.89,55096.78,0.393,0.511,0.565,40721.97,681,0.172,Travel,210.37,1,1,1,54824.11,50.124030109290416
2023-09-03,93087.31,81827.17,0.296,0.362,0.556,193508.14,651,0.271,Healthcare,1441.32,2,2,1,11260.14,87.90367881508232
2023-09-04,78888.31,46068.43,0.478,0.217,0.642,49100.93,602,0.286,Travel,1709.36,2,4,1,32819.88,58.3970299275013
2023-09-05,85599.37,48232.32,0.171,0.59,0.466,150897.56,667,0.271,Electronics,1648.54,2,1,1,37367.05,56.34658292461732
2023-09-06,57490.22,27275.89,0.141,0.582,0.522,113868.68,710,0.855,Entertainment,846.57,2,2,1,30214.33,47.44440010840105
2023-09-07,128915.04,71264.51,0.273,0.392,0.51,178050.96,633,0.032,Travel,932.59,2,2,1,57650.53,55.28021400761307
2023-09-08,82584.42,69232.62,0.56,0.279,0.675,115258.72,701,0.076,Rent/Bills,1309.07,3,4,1,13351.800000000005,83.83254371708368
2023-09-09,82187.9,73818.47,0.441,0.483,0.574,111566.25,795,0.274,Travel,679.01,2,3,0,8369.429999999993,89.816712679117
2023-09-10,94515.33,55211.58,0.28,0.273,0.56,47137.02,751,0.2,Groceries,672.28,2,3,1,39303.75,58.41547609260847
2023-09-11,89620.18,55950.36,0.334,0.242,0.58,41583.58,782,0.232,Electronics,113.47,1,5,1,33669.81999999999,62.43053740798111
2023-09-12,84477.68,64290.51,0.096,0.538,0.504,184132.94,720,0.798,Electronics,1706.43,1,5,1,20187.16999999999,76.10354593071213
2023-09-13,64190.51,54118.88,0.592,0.124,0.747,72289.26,758,0.563,Groceries,439.72,3,3,1,10071.630000000005,84.30978348668673
2023-09-14,89429.37,62289.54,0.417,0.157,0.623,80695.63,664,0.006,Travel,1688.65,2,2,1,27139.829999999994,69.6522182813096
2023-09-15,117640.49,70085.83,0.207,0.104,0.594,154366.5,668,0.429,Entertainment,1678.31,1,1,1,47554.66,59.57628194170221
2023-09-16,106908.4,64819.73,0.372,0.192,0.603,74376.46,563,0.408,Entertainment,683.29,1,5,0,42088.66999999999,60.63109166351756
2023-09-17,111863.73,83652.71,0.11,0.141,0.506,190891.86,759,0.114,Groceries,1288.17,3,3,1,28211.01999999999,74.78090530326497
2023-09-18,69775.69,28022.55,0.581,0.697,0.633,150206.28,777,0.676,Electronics,1396.82,1,1,1,41753.14,40.1609070436996
2023-09-19,60207.9,42735.25,0.146,0.273,0.564,123511.56,672,0.702,Rent/Bills,1707.91,2,2,1,17472.65,70.97947279343741
2023-09-20,77484.26,44766.26,0.406,0.19,0.692,177370.08,687,0.721,Rent/Bills,1932.51,3,5,1,32717.999999999996,57.77464997407216
2023-09-21,81114.5,64656.26,0.185,0.245,0.585,19425.12,662,0.728,Rent/Bills,87.53,3,1,1,16458.239999999998,79.70986691651925
2023-09-22,101883.83,45490.65,0.445,0.662,0.539,58841.91,719,0.0,Travel,1603.01,2,4,1,56393.18,44.64952878194705
2023-09-23,46150.71,32033.26,0.477,0.412,0.684,98356.9,756,0.954,Entertainment,1988.04,2,2,1,14117.45,69.41011308385072
2023-09-24,110591.01,70832.04,0.42,0.319,0.655,53125.92,613,0.814,Groceries,1699.11,2,2,1,39758.97,64.04864192848947
2023-09-25,76839.84,55414.03,0.388,0.624,0.614,151341.99,720,0.904,Entertainment,1352.72,1,3,1,21425.81,72.11627457839579
2023-09-26,71462.38,30902.25,0.541,0.337,0.646,184649.53,686,0.016,Rent/Bills,1327.37,3,5,1,40560.130000000005,43.24268237357893
2023-09-27,59757.91,41232.48,0.093,0.301,0.568,90516.32,706,0.934,Entertainment,922.27,1,4,1,18525.43,68.9992002732358
2023-09-28,46902.87,31928.76,0.232,0.224,0.621,75005.19,723,0.81,Healthcare,1225.86,2,4,1,14974.110000000004,68.07421379544577
2023-09-29,96463.41,65626.96,0.187,0.327,0.59,192694.64,691,0.837,Healthcare,1781.24,3,1,1,30836.45,68.0330085780712
2023-09-30,81466.36,57168.52,0.593,0.29,0.687,94521.96,695,0.093,Healthcare,69.73,3,1,1,24297.840000000004,70.17438854516146
2023-10-01,54200.78,40012.86,0.264,0.506,0.574,102919.2,689,0.739,Electronics,1989.07,2,4,1,14187.919999999998,73.82340254143944
2023-10-02,54098.42,43413.69,0.453,0.274,0.705,76813.48,749,0.96,Entertainment,928.52,2,1,0,10684.729999999996,80.2494601505922
2023-10-03,73284.31,39200.53,0.427,0.446,0.642,182814.21,721,0.679,Healthcare,877.8,3,4,1,34083.78,53.49102693332311
2023-10-04,113380.43,92124.4,0.167,0.14,0.592,118101.54,711,0.571,Electronics,623.7,2,2,0,21256.03,81.25247011322854
2023-10-05,74808.17,48560.07,0.181,0.215,0.602,154813.17,636,0.946,Groceries,828.24,3,3,1,26248.1,64.91278960573425
2023-10-06,49937.14,21898.89,0.205,0.344,0.551,164243.28,681,0.443,Entertainment,1871.19,2,3,1,28038.25,43.85291188081656
2023-10-07,75085.14,32232.21,0.276,0.662,0.522,74951.32,745,0.599,Travel,96.6,2,4,1,42852.93,42.92754864677618
2023-10-08,74545.53,42276.2,0.179,0.326,0.553,92401.92,702,0.476,Groceries,1530.22,3,2,1,32269.33,56.71191820622913
2023-10-09,30000.0,23773.45,0.061,0.498,0.506,171209.64,733,0.933,Entertainment,1084.2,1,4,1,6226.549999999999,79.24483333333333
2023-10-10,78914.1,59488.64,0.534,0.253,0.639,79018.52,788,0.076,Travel,1614.97,2,3,0,19425.460000000006,75.38404416954637
2023-10-11,75381.31,59875.94,0.581,0.176,0.729,160847.68,752,0.501,Electronics,1786.33,1,2,1,15505.369999999995,79.43075014217715
2023-10-12,93924.13,61861.67,0.238,0.135,0.635,188788.54,705,0.687,Entertainment,511.76,1,2,1,32062.460000000006,65.86344744422972
2023-10-13,116979.12,72538.69,0.236,0.283,0.608,128409.97,674,0.792,Electronics,1136.05,1,1,1,44440.42999999999,62.00994673237412
2023-10-14,102531.3,48571.77,0.054,0.195,0.496,150909.18,572,0.583,Rent/Bills,1665.35,2,1,0,53959.530000000006,47.37262670033443
2023-10-15,74622.23,42094.13,0.424,0.204,0.717,162968.49,692,0.909,Groceries,1243.72,2,4,1,32528.1,56.40963825390906
2023-10-16,57869.48,35706.03,0.504,0.556,0.679,170557.53,684,0.942,Electronics,1371.96,1,1,1,22163.450000000004,61.70096914643089
2023-10-17,131467.2,58410.9,0.131,0.11,0.53,85060.13,720,0.064,Electronics,1601.77,1,4,1,73056.30000000002,44.43001752528387
2023-10-18,81184.37,41428.87,0.138,0.435,0.506,19740.06,692,0.402,Rent/Bills,1765.17,3,1,1,39755.49999999999,51.03059862384841
2023-10-19,80278.59,56123.77,0.485,0.328,0.625,86356.49,684,0.023,Healthcare,1198.36,3,3,1,24154.82,69.9112552923513
2023-10-20,79517.5,61056.04,0.389,0.404,0.576,138013.68,611,0.329,Groceries,1187.55,2,1,1,18461.46,76.78314836356776
2023-10-21,83961.7,75496.15,0.075,0.438,0.479,95566.57,653,0.537,Groceries,1213.36,3,3,1,8465.550000000003,89.91736708523052
2023-10-22,77112.79,66822.6,0.392,0.288,0.682,152303.0,724,0.911,Rent/Bills,1206.01,2,5,1,10290.189999999988,86.65566373619734
2023-10-23,68526.76,49427.16,0.22,0.277,0.587,77826.66,786,0.847,Entertainment,1148.67,1,5,1,19099.59999999999,72.12826055106065
2023-10-24,69062.82,42171.42,0.253,0.54,0.504,130601.39,695,0.127,Electronics,389.51,2,5,1,26891.40000000001,61.06240666106596
2023-10-25,79344.93,56976.7,0.473,0.623,0.568,45419.76,716,0.093,Groceries,1946.11,3,3,1,22368.23,71.80887298028999
2023-10-26,69131.5,54809.24,0.496,0.216,0.697,152380.19,748,0.589,Groceries,1199.04,2,2,1,14322.260000000002,79.28258463941907
2023-10-27,65743.08,30187.13,0.27,0.159,0.615,113682.23,659,0.532,Entertainment,557.8,1,5,1,35555.95,45.9168174049649
2023-10-28,82128.6,49683.9,0.571,0.639,0.621,48772.23,718,0.266,Rent/Bills,923.27,3,5,1,32444.700000000004,60.495247696904606
2023-10-29,74900.46,61410.97,0.274,0.31,0.624,65463.12,663,0.899,Rent/Bills,1052.95,2,1,0,13489.490000000003,81.99011060813244
2023-10-30,110079.86,65158.08,0.475,0.431,0.681,152235.65,743,0.927,Electronics,634.68,2,1,1,44921.78,59.19164504751369
2023-10-31,30000.0,20578.08,0.316,0.316,0.601,101694.23,708,0.403,Entertainment,328.39,2,5,1,9421.919999999998,68.59360000000001
2023-11-01,101830.14,70658.37,0.544,0.175,0.766,51045.97,715,0.89,Groceries,1173.02,2,3,1,31171.770000000004,69.38846396558033
2023-11-02,104921.7,51646.46,0.549,0.454,0.654,193781.53,661,0.384,Healthcare,74.11,3,2,1,53275.24,49.22381166145802
2023-11-03,38532.2,22391.74,0.098,0.415,0.517,145873.75,735,0.737,Electronics,958.9,2,2,1,16140.459999999995,58.11176107255751
2023-11-04,73146.25,41492.62,0.565,0.222,0.692,191855.62,804,0.476,Entertainment,1668.67,1,2,1,31653.63,56.725560093648006
2023-11-05,72571.18,29979.04,0.504,0.371,0.622,91149.96,650,0.123,Electronics,1436.94,1,2,1,42592.13999999999,41.30984228174325
2023-11-06,51849.77,21367.08,0.485,0.578,0.665,100269.06,683,0.928,Healthcare,172.67,3,1,1,30482.689999999995,41.2095945652218
2023-11-07,64443.67,52576.27,0.161,0.454,0.515,180611.49,712,0.454,Groceries,1741.49,2,3,1,11867.4,81.5848476661866
2023-11-08,57788.48,31005.57,0.493,0.158,0.725,109759.37,739,0.734,Electronics,152.18,1,1,1,26782.910000000003,53.653548250447145
2023-11-09,115045.41,75819.46,0.518,0.429,0.648,144382.99,672,0.367,Healthcare,1818.23,3,2,1,39225.95,65.90394175656378
2023-11-10,98713.57,54229.56,0.209,0.522,0.431,57912.85,558,0.019,Electronics,158.63,2,5,0,44484.01000000001,54.93627674492979
2023-11-11,105431.1,91760.87,0.574,0.576,0.6,94878.03,768,0.101,Entertainment,1719.36,1,4,0,13670.23000000001,87.03396815550629
2023-11-12,94433.44,50016.52,0.077,0.477,0.472,33455.47,738,0.496,Electronics,1311.09,1,1,1,44416.920000000006,52.9648395737781
2023-11-13,57418.96,35302.81,0.132,0.192,0.553,49136.21,613,0.69,Groceries,566.22,3,3,1,22116.15,61.48284469102192
2023-11-14,69509.59,58135.4,0.346,0.526,0.556,10179.25,670,0.335,Travel,433.47,2,5,0,11374.189999999997,83.63651691802528
2023-11-15,89787.49,73712.55,0.367,0.506,0.587,17460.36,778,0.695,Electronics,1649.54,2,2,0,16074.940000000002,82.09668184287143
2023-11-16,55557.44,27392.64,0.405,0.115,0.683,195683.93,772,0.699,Electronics,379.2,2,5,1,28164.800000000003,49.30507957170093
2023-11-17,94259.97,75532.55,0.059,0.347,0.508,56047.2,747,0.704,Healthcare,1481.05,2,1,0,18727.42,80.13216002508806
2023-11-18,75193.49,47303.73,0.578,0.3,0.717,136029.03,691,0.493,Entertainment,853.02,2,2,1,27889.76,62.90934228481747
2023-11-19,72503.58,46509.92,0.075,0.502,0.52,169428.94,704,0.915,Groceries,605.96,3,5,1,25993.660000000003,64.14844618707104
2023-11-20,94219.2,43975.87,0.129,0.23,0.552,114625.49,693,0.489,Rent/Bills,1459.92,3,1,1,50243.33,46.67400062832204
2023-11-21,88885.27,39136.25,0.058,0.455,0.457,39097.46,756,0.45,Healthcare,721.68,2,3,1,49749.02,44.03007382438057
2023-11-22,72780.68,55602.23,0.362,0.648,0.52,148342.12,656,0.199,Healthcare,834.86,3,2,1,17178.44999999999,76.39696413938427
2023-11-23,103186.6,66888.71,0.563,0.579,0.626,124047.77,660,0.308,Travel,168.45,1,1,1,36297.89,64.82305842037628
2023-11-24,58378.73,36102.89,0.416,0.653,0.522,148937.61,751,0.042,Healthcare,1055.64,3,2,1,22275.840000000004,61.84254093913999
2023-11-25,92318.71,70601.11,0.502,0.687,0.626,156251.86,698,0.634,Healthcare,583.02,2,5,1,21717.60000000001,76.47540785611064
2023-11-26,91862.03,71905.59,0.057,0.106,0.502,195327.97,769,0.249,Rent/Bills,1267.87,2,1,1,19956.44,78.2756379322338
2023-11-27,73809.07,35388.06,0.348,0.474,0.563,118977.02,666,0.304,Groceries,1342.78,2,1,1,38421.01000000001,47.94540833531705
2023-11-28,86522.66,61008.22,0.303,0.348,0.628,74911.81,697,0.771,Groceries,1261.31,3,2,1,25514.44,70.5112625987227
2023-11-29,54977.73,25711.82,0.324,0.616,0.523,133208.27,654,0.327,Groceries,616.78,2,3,1,29265.910000000003,46.76770030337738
2023-11-30,98480.54,76390.13,0.09,0.251,0.51,23003.73,700,0.242,Rent/Bills,1145.87,2,4,0,22090.40999999999,77.56875622331073
2023-12-01,76301.96,55584.27,0.426,0.689,0.524,180505.49,626,0.169,Healthcare,1567.05,2,1,1,20717.69000000001,72.84776170887352
2023-12-02,69545.54,61082.36,0.327,0.468,0.606,32682.39,676,0.775,Electronics,1123.0,1,2,0,8463.179999999993,87.83073652170938
2023-12-03,100980.18,43873.77,0.471,0.576,0.561,72290.14,628,0.13,Rent/Bills,216.31,2,2,1,57106.41,43.44790235073853
2023-12-04,65913.13,28245.58,0.317,0.151,0.63,164991.62,735,0.454,Travel,134.58,2,4,1,37667.55,42.85273662470589
2023-12-05,51830.77,28045.3,0.132,0.21,0.549,123489.35,736,0.507,Travel,231.01,1,2,1,23785.47,54.10936399362773
2023-12-06,48867.42,25941.41,0.407,0.555,0.59,84790.75,613,0.687,Electronics,467.88,1,3,1,22926.01,53.08528667975514
2023-12-07,92120.2,48223.95,0.145,0.113,0.575,99952.78,767,0.633,Travel,874.72,1,2,1,43896.25,52.3489419258751
2023-12-08,54391.41,46402.8,0.53,0.59,0.631,172364.0,825,0.811,Entertainment,720.98,1,2,1,7988.610000000001,85.31273596327067
2023-12-09,115095.88,60399.22,0.387,0.108,0.637,74600.83,702,0.045,Electronics,1484.21,1,2,1,54696.66,52.47730848402219
2023-12-10,38361.41,20560.75,0.136,0.494,0.474,175233.44,668,0.296,Travel,927.58,2,3,1,17800.660000000003,53.59748247001348
2023-12-11,113929.13,88830.44,0.579,0.319,0.646,26745.54,841,0.28,Entertainment,510.04,2,3,0,25098.69,77.96990989047313
2023-12-12,84220.35,52626.76,0.335,0.467,0.532,157591.7,634,0.146,Rent/Bills,1581.07,3,2,1,31593.590000000004,62.48698800230586
2023-12-13,78065.74,61543.54,0.09,0.518,0.461,171034.05,701,0.289,Healthcare,730.5,3,4,1,16522.200000000004,78.83553015701894
2023-12-14,69101.62,29899.1,0.395,0.305,0.625,44545.35,709,0.31,Travel,1045.13,2,3,1,39202.52,43.26830543191317
2023-12-15,87982.72,56642.01,0.189,0.165,0.571,91765.84,767,0.522,Travel,117.2,1,5,1,31340.71,64.37856206309603
2023-12-16,79247.31,33030.82,0.492,0.142,0.728,41444.96,718,0.664,Rent/Bills,1912.91,3,2,1,46216.49,41.68068291529391
2023-12-17,102066.04,44023.8,0.5,0.453,0.639,144254.78,675,0.381,Electronics,1687.21,2,5,1,58042.23999999999,43.132661951027
2023-12-18,82284.55,70206.72,0.588,0.412,0.708,111716.08,652,0.719,Entertainment,86.1,1,3,0,12077.830000000002,85.32187391193122
2023-12-19,83006.04,38981.52,0.326,0.545,0.549,130711.44,683,0.336,Rent/Bills,621.78,2,1,1,44024.52,46.96226925173156
2023-12-20,72727.76,48451.98,0.3,0.406,0.55,47332.52,650,0.29,Groceries,758.37,2,4,1,24275.77999999999,66.62102613912488
2023-12-21,78861.09,47754.16,0.464,0.353,0.668,50231.71,702,0.541,Travel,1760.07,1,5,1,31106.929999999997,60.55478056415402
2023-12-22,86156.04,49425.28,0.123,0.339,0.474,17884.49,672,0.024,Travel,1171.69,2,5,1,36730.76,57.36716775747818
2023-12-23,45796.63,38923.32,0.351,0.116,0.599,71192.83,625,0.08,Rent/Bills,1445.12,3,2,1,6873.309999999998,84.99166860094292
2023-12-24,53036.29,21793.23,0.35,0.301,0.6,116351.49,763,0.418,Groceries,1483.75,3,4,1,31243.06,41.09116606761144
2023-12-25,94865.28,69431.41,0.099,0.686,0.488,173007.63,675,0.943,Electronics,1195.03,1,5,1,25433.869999999995,73.18948513091408
2023-12-26,83417.31,73548.81,0.28,0.624,0.537,136716.22,637,0.722,Groceries,1910.53,3,1,1,9868.5,88.16972160814103
2023-12-27,76320.33,51904.24,0.519,0.298,0.654,92725.3,692,0.088,Electronics,1358.45,2,3,1,24416.090000000004,68.00840614813903
2023-12-28,80368.68,69793.06,0.521,0.453,0.701,191092.82,703,0.846,Healthcare,1318.44,3,1,1,10575.619999999995,86.8411177090379
2023-12-29,86951.63,37052.61,0.105,0.608,0.463,146656.59,613,0.732,Electronics,1058.83,2,2,1,49899.02,42.61289868861572
2023-12-30,69204.81,42173.18,0.1,0.365,0.522,186731.39,717,0.611,Travel,953.42,2,5,1,27031.63,60.93966589894546
2023-12-31,64433.91,34155.05,0.194,0.111,0.619,110241.71,648,0.82,Travel,1404.7,1,1,1,30278.86,53.00788047784156
2024-01-01,83916.91,64230.88,0.531,0.145,0.694,59191.81,786,0.404,Electronics,1704.45,1,4,0,19686.03000000001,76.54104518386103
2024-01-02,60432.54,53824.16,0.121,0.406,0.48,20037.07,726,0.222,Entertainment,1991.91,1,2,0,6608.379999999997,89.06486472354132
2024-01-03,88165.06,46574.52,0.446,0.682,0.586,147956.12,680,0.512,Entertainment,704.35,1,5,1,41590.54,52.82650519378085
2024-01-04,45948.33,33408.45,0.106,0.516,0.481,33047.57,663,0.549,Electronics,1341.03,1,1,1,12539.880000000005,72.70873609552294
2024-01-05,100583.11,50195.88,0.393,0.143,0.681,67527.27,695,0.538,Rent/Bills,1469.17,3,4,1,50387.23,49.90487965623652
2024-01-06,89451.95,61065.73,0.246,0.214,0.601,111169.47,731,0.565,Groceries,1492.05,3,2,1,28386.219999999998,68.26651626934907
2024-01-07,85120.59,53793.34,0.484,0.563,0.675,117239.15,699,0.949,Entertainment,173.99,1,1,1,31327.25,63.196624929408976
2024-01-08,99653.82,88293.55,0.179,0.605,0.537,124110.81,689,0.902,Travel,1827.56,1,3,0,11360.270000000004,88.60026640223124
2024-01-09,113309.49,79799.75,0.402,0.471,0.653,41588.51,703,0.876,Electronics,1619.37,1,4,1,33509.740000000005,70.4263605810952
2024-01-10,100287.4,57640.5,0.18,0.487,0.544,82150.11,670,0.801,Rent/Bills,1210.76,2,1,1,42646.9,57.47531594198274
2024-01-11,43182.52,19736.48,0.443,0.117,0.742,127266.9,683,0.943,Groceries,193.02,3,3,1,23446.04,45.7047898084688
2024-01-12,54408.46,25877.94,0.531,0.597,0.566,194265.58,596,0.098,Rent/Bills,1902.72,2,3,1,28530.52,47.56234600280912
2024-01-13,67503.63,34606.31,0.12,0.573,0.443,148249.92,749,0.265,Travel,1919.84,1,3,1,32897.32000000001,51.26585044389464
2024-01-14,80521.82,42312.87,0.527,0.255,0.704,185294.71,715,0.495,Electronics,1062.37,1,5,1,38208.95,52.54832789422792
2024-01-15,90353.18,74569.21,0.376,0.525,0.617,154820.29,661,0.847,Groceries,1045.87,3,5,1,15783.969999999988,82.53080854486805
2024-01-16,65485.12,44569.92,0.12,0.229,0.519,122426.22,795,0.505,Entertainment,1770.91,1,1,1,20915.200000000004,68.06114121803549
2024-01-17,83735.34,55407.29,0.285,0.124,0.662,46484.44,704,0.748,Electronics,256.63,1,1,1,28328.05,66.16954084141774
2024-01-18,64892.34,29680.75,0.138,0.221,0.507,136670.27,648,0.139,Groceries,429.43,3,4,1,35211.59,45.73844925302432
2024-01-19,67769.64,56253.54,0.435,0.207,0.643,128442.12,743,0.252,Healthcare,209.82,2,4,1,11516.1,83.00699251169108
2024-01-20,51866.78,39491.74,0.467,0.303,0.693,124469.14,720,0.732,Rent/Bills,984.21,3,2,1,12375.04,76.14072051513511
2024-01-21,61535.34,26696.13,0.108,0.351,0.483,103059.31,720,0.165,Electronics,1598.85,1,4,1,34839.20999999999,43.38341187356729
2024-01-22,52966.31,39932.23,0.328,0.405,0.578,110444.75,679,0.351,Rent/Bills,656.46,3,5,1,13034.079999999994,75.3917537393109
2024-01-23,60482.53,40630.3,0.498,0.386,0.641,73544.08,723,0.265,Electronics,265.59,1,2,1,19852.23,67.17691869040532
2024-01-24,101072.84,44559.24,0.565,0.262,0.704,108669.41,687,0.35,Entertainment,1356.1,1,3,1,56513.6,44.086264915480754
2024-01-25,61012.02,38385.73,0.332,0.118,0.67,47535.62,728,0.708,Travel,1539.15,1,3,1,22626.289999999997,62.91502887463815
2024-01-26,132647.64,85205.97,0.573,0.463,0.64,162983.14,605,0.368,Electronics,243.45,2,4,1,47441.67000000001,64.23481789800405
2024-01-27,89866.36,43395.32,0.345,0.337,0.618,45297.62,678,0.555,Electronics,1955.07,1,4,1,46471.04,48.288725614345566
2024-01-28,83696.72,73054.61,0.267,0.279,0.53,26143.6,786,0.1,Groceries,1911.64,3,4,1,10642.11,87.28491391299444
2024-01-29,62832.84,51836.32,0.517,0.62,0.65,92886.75,662,0.805,Rent/Bills,1968.57,3,4,1,10996.519999999997,82.49876975161396
2024-01-30,94006.2,69048.6,0.321,0.548,0.545,135078.41,670,0.37,Rent/Bills,348.97,2,3,1,24957.59999999999,73.45111279894306
2024-01-31,68487.24,43225.57,0.31,0.615,0.558,93166.2,678,0.649,Travel,1802.41,1,5,1,25261.67000000001,63.11477875294725
2024-02-01,82440.2,49949.09,0.32,0.397,0.6,62583.29,639,0.725,Rent/Bills,505.63,3,2,1,32491.11,60.58826883001254
2024-02-02,131201.69,95185.09,0.516,0.179,0.653,116052.52,590,0.21,Rent/Bills,1759.43,2,1,1,36016.600000000006,72.54867677390435
2024-02-03,78078.8,52524.85,0.508,0.518,0.684,75930.44,688,0.885,Healthcare,727.58,3,5,1,25553.950000000004,67.27158972730113
2024-02-04,102985.47,44400.8,0.272,0.224,0.623,187244.86,707,0.616,Healthcare,472.23,3,3,1,58584.67,43.11365477091088
2024-02-05,65936.47,43270.9,0.233,0.365,0.562,185302.58,697,0.429,Rent/Bills,315.61,3,3,1,22665.57,65.62513886472843
2024-02-06,79300.23,63694.09,0.321,0.139,0.616,105450.65,693,0.182,Healthcare,519.98,3,3,1,15606.14,80.32018318231864
2024-02-07,115416.01,72668.22,0.365,0.595,0.62,72297.96,702,0.942,Electronics,1610.37,1,3,1,42747.78999999999,62.96199288123026
2024-02-08,67460.66,28736.78,0.181,0.176,0.595,150055.16,751,0.755,Groceries,1568.39,3,1,1,38723.880000000005,42.59783405617437
2024-02-09,116248.97,92201.6,0.487,0.642,0.584,16975.46,690,0.208,Healthcare,1075.8,2,3,0,24047.369999999995,79.3139070393484
2024-02-10,94155.04,47141.72,0.318,0.619,0.527,100206.11,671,0.338,Entertainment,340.7,1,2,1,47013.31999999999,50.06818540993664
2024-02-11,68750.66,36390.44,0.234,0.379,0.594,73901.44,686,0.81,Groceries,695.59,2,3,1,32360.22,52.93104095291594
2024-02-12,92648.15,44689.13,0.109,0.547,0.494,184901.82,729,0.696,Healthcare,1180.6,3,3,1,47959.02,48.23531824434703
2024-02-13,99451.09,56200.56,0.181,0.472,0.53,12280.58,771,0.766,Groceries,883.81,2,2,1,43250.53,56.51075317525429
2024-02-14,92436.2,71950.1,0.572,0.582,0.646,115034.83,669,0.441,Groceries,1943.22,3,5,1,20486.09999999999,77.83757878406945
2024-02-15,48595.51,32058.11,0.218,0.359,0.585,150726.08,705,0.716,Entertainment,1403.22,1,1,1,16537.4,65.96928399352122
2024-02-16,65457.26,32888.39,0.143,0.571,0.476,102153.42,717,0.386,Healthcare,1427.61,3,5,1,32568.870000000003,50.24406765574972
2024-02-17,75049.63,62960.26,0.303,0.377,0.549,26226.58,650,0.211,Rent/Bills,632.85,2,3,0,12089.370000000004,83.89149953170988
